tag,text,geo,mentions,hashtags,id,permalink
1,Joydeep Dehumanized Roy শেষ মাও টাও চাড্ডি হয়ে গেল?? https:// kolkata24x7.com/kerala-govt-wi ll-lounch-new-scheme-for-dairy-farmers.html …,,,,1.06343596002796E+018,https://twitter.com/SUPRAVAT_WBBJP/status/1063435960027963393
1,"And the winner is .... ভো ভো অকালপক্ক সুকুমারমতি মাকু ও সেকু বালক বালিকাগণ, আপনাদের অবগতির জন্য জানাইতেছি যে আপনারা যতই ভাজপা নামক একটি রাজনৈতিক দলের কার্য্য কর্তাদের "" চাড্ডি "" বলিয়া উপহাস করুন অথবা তাহাদিগের... https://www. facebook.com/12824568385721 0/posts/2403192699695819/ …",,,,1.06178199372422E+018,https://twitter.com/rup_khn/status/1061781993724219392
1,""" চাড্ডি দেখিলে পথে, ক্যালাইবে বিধিমতে..."" pic.twitter.com/wUytKxuoQM",,,,1.06161628688135E+018,https://twitter.com/iamroysunny/status/1061616286881349632
1,"সত্যি, নাটক চাড্ডি করতে পারেন মোদী জি।",,,,1.06009485750546E+018,https://twitter.com/JYOTIPRAKASLOVE/status/1060094857505456128
1,চাড্ডি পার্টি সদস্য হতে গেলে ধর্মে অন্ধ হতে লাগে আর বাম হতে গেলে শিক্ষা লাগে,,,,1.05964527822179E+018,https://twitter.com/iamroysunny/status/1059645278221791232
0,জুতো কিনে ফিলিং অসাম ফেসবুকের দৌলতে আর কতো কিসের যে আপডেট দেখতে হবে!!! ভাই তোরা চাড্ডি কিনেও স্ট্যেটাস দিতে পারিস তো।,,,,1.05939440199314E+018,https://twitter.com/IAmMrSubhojit/status/1059394401993142273
1,"আমি অনেকের সঙ্গেই কথা বলেছি। মুসলিম,হিন্দু, সেকু, মাকু, চাড্ডি , টিনু। সবাই এক কথাই বলছে। রাম মন্দির টা যত তাড়াতাড়ি হয়ে যায় তত ভাল। সমস্যা হল রাম মন্দিরটা হয়ে গেলে প্রতি বছর ভোটের আগে এই চুলকানিগুলো তখন আর কেউ... https://www. facebook.com/EtoChudurbudur Keno/posts/1348879838582742 …",,,,1.05894551690881E+018,https://twitter.com/ECbKOFFICIAL/status/1058945516908806144
0,"আমার ফেসবুক বন্ধু তালিকায় শাহরুখ খানের ভক্ত প্রচুর।শাহরুখ নিয়ে তারা প্রায় ফ্যানাটিক। মানে ফেসবুকে মোদি ভক্ত হিন্দুবীরদের যেমন আমরা মজা করে চাড্ডি বলে ডাকি, তাদেরকেও শাহরুখচাড্ডি বলা যায়।শাহরুখকে তারা ঠিক একজন... https://www. facebook.com/12824568385721 0/posts/2389981504350272/ …",,,,1.0586806590179E+018,https://twitter.com/rup_khn/status/1058680659017900035
0,দেখো বাছা হাসতে গিয়ে আবার চাড্ডি না খুলে যায় ।,,,,1.0586662239725E+018,https://twitter.com/AmitSen65493589/status/1058666223972495360
1,"চাড্ডি দেখিলে পথে, সেঁকে দিয়ো বিধিমতে! https:// twitter.com/Dibyendu69/sta tus/1057837104984555520 …",,,,1.05783903485092E+018,https://twitter.com/Dibyendu69/status/1057839034850918400
0,অস্ত্র ব্যবহারের সময় শরীরে বস্ত্র থাকতে হবে এমন কোনো কথা সংবিধানে নেই!! (জয়তু চাড্ডি লীগ!! pic.twitter.com/hTpVbx2zrt,,,,1.05637340171827E+018,https://twitter.com/Borhan_sorkar/status/1056373401718267904
1,"তিনতালাক নিয়ে কোনো চাড্ডি কথা বলতে এলে পাল্টা শবরিমালা নিয়ে প্রশ্ন করুন !! ভারতবর্ষে নারী অধিকার প্রতিষ্ঠা তিনতালাক বন্ধ করে শুধু হবে না, শবরিমালায় যে কোনো বয়সের নারীদের প্রবেশ সুনিশ্চিত করার মাধ্যমে হবে !!",,,,1.0561266760931E+018,https://twitter.com/arisaying/status/1056126676093095936
1,সবরিমালায় পাথর ছুড়তে যাওয়া চাড্ডিদের তারা করেছে পুলিশ। এই দৃশ্য গুলো দেখব বলেই তো বেঁচে থাকা। আহা। এখনো অবধি 1407টা চাড্ডি জেলে। পুরো চুমু।,,,,1.05570146165973E+018,https://twitter.com/bubka1992/status/1055701461659725824
1,"আজ থেকে মাকু, সেকু, চাড্ডি , সরাকারি হারামখুর, সব্বার অফিস খুলে যাচ্ছে। ফেসবুক আবার শান্ত হবে",,,,1.05569126149413E+018,https://twitter.com/AnindyaBiswas4/status/1055691261494132736
1,যারা চাড্ডি নিয়ে রাজ্যে লাফাচ্ছে তাদের উদ্দ্যেশ্যে আগে ডায়াপার পড়া শেখ তার পড় ওই পড়ে লাফাবি...,,,,1.05553576230793E+018,https://twitter.com/iamroysunny/status/1055535762307932160
1,"একটি বিশেষ ঘোষনা- চাড্ডি পার্টির, তেলে ভাজা পার্টির সদস্যরা দয়া করে আমাকে Friend request পাঠিয়ে আমাকে বিব্রত করবেন না - আবালদের Friend request Accept করি না উল্টেই Request পাঠিয়ে বাদুরের মতো ঝুলে থাকবেন.. @Amartya_asn_09",,@Amartya_asn_09,,1.05552109316584E+018,https://twitter.com/iamroysunny/status/1055521093165842432
1,"বাওয়ালের ছবি দেখে, ফেসবুক একাউন্ট খুঁজে, ঠিকানা বার করে সবরিমালাতে মেয়েদের আটকাতে আসা চাড্ডি গুলো কে ধরছে। বিজেপি কি যে ভুল করল সুপ্রিম কোর্টের অর্ডারের পরেও কেরালা গভর্মেন্ট কে ঘটিয়ে, ওরা নিজেও জানে না। মেথোডিকালী বিজেপি শেষ হবে এবার কেরালা তে। কেরালা গভর্মেন্ট, take",,,,1.05548430745884E+018,https://twitter.com/bubka1992/status/1055484307458842624
0,"আহা... এতো উতলা হবার কি আছে!? আমার কাছে এখন অফুরন্ত সময়। মেনশন যখন পেয়েছি ইহাতে দুচারটে কথা না বললে তো রাতের ঘুমটাও ঠিক মত হবে না। প্রথমেই একটা লিমেরিক দিয়ে শুরু করি, ""সকাল হৈতে এখনো অনেক দেরী, কাউয়া কহে, এইতো সুযোগ... চাড্ডি টানি ধরি!!"";;;;""1054488430653124609",https://twitter.com/tirthar_kak/status/1054488430653124609,,,,
1,"কেরালা সরকার সবরীমালা মন্দির সব বয়সী মহিলাদের জন্য আদালতের নির্দেশ সাপেক্ষে অবাধ প্রবেশাধিকার জারি করেছে . চাড্ডি রা বিরোধীতা করছে , পাশাপাশি চাড্ডি দের হাড্ডি ভাঙাও চলছে .",,,,1.05247461856763E+018,https://twitter.com/Sumanbunty/status/1052474618567626752
1,আমাদের পাড়ায় ভারতের কিছু কুলাঙ্গার( চাড্ডি ) বই নিয়ে বসেছে...আবালগুলোও পড়াশুনো করে নাকি @Dibyendu69 @Amartya_asn_09 @RaktimArnav @iamadwoy pic.twitter.com/weXsYE7YZ8 – bei Sher-e-Punjab,,@Dibyendu69 @Amartya_asn_09 @RaktimArnav @iamadwoy,,1.05221409036441E+018,https://twitter.com/iamroysunny/status/1052214090364411904
1,"একজন কুত্তা চাড্ডি নিজেদের পোল খুলে দিল।চাড্ডিবাদী, হাম্বাবাদী, গো-বাদী অন্ধ ভক্তের দলের কুকরগুলোকে শেয়ার করে দেখিয়ে দিন, কুত্তা মোদী কি করেছে। Share করুন। https://www. facebook.com/OfficialKAZI/v ideos/744359192581613/ …",,,,1.0518540554867E+018,https://twitter.com/speak2KAZI/status/1051854055486701568
0,"গফরে জিগাইয়া কিত্ত, কাজের মাইয়ার রুমে দেখলাম আপনার চাড্ডি",,,,1.05153363991223E+018,https://twitter.com/boozy_me/status/1051533639912226816
1,জয়গুরু। চাড্ডি দের কথা শুনুন। https://www. facebook.com/story.php?stor y_fbid=10218009753944685&id=1510994403 …,,,,1.0512990643594E+018,https://twitter.com/sudipdthinker/status/1051299064359395328
1,এরকম অন্তত 100 টা ছবি আমরা পোস্ট করতে পারবো। চাড্ডি তোরা কটা পারবি???? pic.twitter.com/AvupYIauIc,,,,1.05108769675041E+018,https://twitter.com/70chatterjee/status/1051087696750411776
0,চাড্ডি কি জিনিস ভাই?ঘুষি?তাইলে তোমার ধারনা ঠিক!,,,,1.05099667363417E+018,https://twitter.com/mithila__/status/1050996673634168833
0,আমার মাথায়ও চুল কম! তুইতো আমারে চাড্ডি মারবি ফর শিউর!,,,,1.05099640206553E+018,https://twitter.com/akib_66/status/1050996402065526784
1,"বাংলাদেশি কিছু চাড্ডি দিয়ে ফেসবুক পোষ্ট কমেন্ট বিজেপির হয়ে সাজানো যায়, রাজ্যে বিজেপির পাতা নাই, ভাগ চাড্ডি ভাগ.. pic.twitter.com/xBfMSJZAyv",,,,1.05098021582712E+018,https://twitter.com/70chatterjee/status/1050980215827116032
1,দুর্গা পুজায় আমিষ খান। হাতের কাছে কিছু না পেলে এক'আধখান চাড্ডি ধরে মায়ের কাছে বলি দিয়ে খান। মা বড্ড সন্তুষ্ট হবেন।,,,,1.05073204268044E+018,https://twitter.com/kingshukmondal/status/1050732042680438784
1,গঙ্গা বাঁচাতে গিয়ে শহীদ হন জিডি আগরওয়াল এর মতো অধ্যাপক আর গঙ্গার নামে পকেট ভরান সংসদ চৌকিদার। আবার নিজেকে গঙ্গার পুত্র বলে দাবি করেন?? চিনে নিন গঙ্গার আসল পুত্র কে আগরওয়াল না দাঙ্গাখোর চাড্ডি,,,,1.05051921263091E+018,https://twitter.com/sudipdthinker/status/1050519212630913024
0,"ছড়া, কবিতা, গান, লিরিক্স, সুর, পেন্টিং... চাড্ডি খানি কতা। স্যালুট ভাই!",,,,1.0497244087163E+018,https://twitter.com/paulsajal/status/1049724408716296192
1,"এই গোরুর বাচ্চা! তুই নোবেল মানে জানিস! এত বড় একজন মানুষ! এই যে দাদা, সকাল সকাল মাথা গরম করছেন কেন? আর বলবেন না স্যার, এই গোরুর বাচ্চা বলে কিনা অমর্ত্য সেন দেশের জন্য কি করেছে! চাড্ডি যাকে বলে! মাথাটা চট... https://www. facebook.com/10001397266714 1/posts/510420739433677/ …",,,,1.04966871909235E+018,https://twitter.com/samratkgp2016/status/1049668719092350976
